,gene,product
4527,SMCHD1,Structural maintenance of chromosomes flexible hinge domain containing 1
4528,SMG8,SMG8 nonsense mediated mRNA decay factor
4529,SMG9,SMG9 nonsense mediated mRNA decay factor
4530,SMOC1,SPARC related modular calcium binding 1
4531,SMOC2,SPARC related modular calcium binding 2
4532,SMPD1,Sphingomyelin phosphodiesterase 1
4533,SMPD4,Sphingomyelin phosphodiesterase 4
4534,SMPX,Small muscle protein X-linked
4535,SMS,Spermine synthase
4536,SNAI2,Snail family transcriptional repressor 2
4537,SNAP29,Synaptosome associated protein 29
4538,SNCA,Synuclein alpha
4539,SNCAIP,Synuclein alpha interacting protein
4540,SNIP1,Smad nuclear interacting protein 1
4541,SNRNP200,Small nuclear ribonucleoprotein U5 subunit 200
4542,SNRPB,Small nuclear ribonucleoprotein polypeptides B and B1
4543,SNRPE,Small nuclear ribonucleoprotein polypeptide E
4544,SNTA1,Syntrophin alpha 1
4545,SNX10,Sorting nexin 10
4546,SNX14,Sorting nexin 14
4547,SNX3,Sorting nexin 3
4548,SOBP,Sine oculis binding protein homolog
4549,SOCS1,Suppressor of cytokine signaling 1
4550,SOCS3,Suppressor of cytokine signaling 3
4551,SOD1,Superoxide dismutase 1
4552,SOD2,Superoxide dismutase 2
4553,SOHLH1,Spermatogenesis and oogenesis specific basic helix-loop-helix 1
4554,SON,SON DNA and RNA binding protein
4555,SORD,Sorbitol dehydrogenase
4556,SORL1,Sortilin related receptor 1
4557,SORT1,Sortilin 1
4558,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1
4559,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2
4560,SOX10,SRY-box transcription factor 10
4561,SOX11,SRY-box transcription factor 11
4562,SOX13,SRY-box transcription factor 13
4563,SOX17,SRY-box transcription factor 17
4564,SOX18,SRY-box transcription factor 18
4565,SOX2,SRY-box transcription factor 2
4566,SOX3,SRY-box transcription factor 3
4567,SOX4,SRY-box transcription factor 4
4568,SOX5,SRY-box transcription factor 5
4569,SOX6,SRY-box transcription factor 6
4570,SOX9,SRY-box transcription factor 9
4571,SP110,SP110 nuclear body protein
4572,SP7,Sp7 transcription factor
4573,SPACDR,Sperm acrosome developmental regulator
4574,SPAG1,Sperm associated antigen 1
4575,SPAG17,Sperm associated antigen 17
4576,SPARC,Secreted protein acidic and cysteine rich
4577,SPART,Spartin
4578,SPAST,Spastin
4579,SPATA16,Spermatogenesis associated 16
4580,SPATA5,Spermatogenesis associated 5
4581,SPATA5L1,Spermatogenesis associated 5 like 1
4582,SPATA7,Spermatogenesis associated 7
4583,SPDYE1,Speedy/RINGO cell cycle regulator family member E1
4584,SPECC1,Sperm antigen with calponin homology and coiled-coil domains 1
4585,SPECC1L,Sperm antigen with calponin homology and coiled-coil domains 1 like
4586,SPEF2,Sperm flagellar 2
4587,SPEG,Striated muscle enriched protein kinase
4588,SPEN,Spen family transcriptional repressor
4589,SPG11,"SPG11 vesicle trafficking associated, spatacsin"
4590,SPG21,"SPG21 abhydrolase domain containing, maspardin"
4591,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin"
4592,SPHK2,Sphingosine kinase 2
4593,SPI1,Spi-1 proto-oncogene
4594,SPIDR,Scaffold protein involved in DNA repair
4595,SPINK1,Serine peptidase inhibitor Kazal type 1
4596,SPINK2,Serine peptidase inhibitor Kazal type 2
4597,SPINK5,Serine peptidase inhibitor Kazal type 5
4598,SPINT2,"Serine peptidase inhibitor, Kunitz type 2"
4599,SPNS2,Sphingolipid transporter 2
4600,SPOP,Speckle type BTB/POZ protein
4601,SPPL2A,Signal peptide peptidase like 2A
4602,SPR,Sepiapterin reductase
4603,SPRED1,Sprouty related EVH1 domain containing 1
4604,SPRED2,Sprouty related EVH1 domain containing 2
4605,SPRTN,SprT-like N-terminal domain
4606,SPRY2,Sprouty RTK signaling antagonist 2
4607,SPRY4,Sprouty RTK signaling antagonist 4
4608,SPTA1,"Spectrin alpha, erythrocytic 1"
4609,SPTAN1,"Spectrin alpha, non-erythrocytic 1"
4610,SPTB,"Spectrin beta, erythrocytic"
4611,SPTBN1,"Spectrin beta, non-erythrocytic 1"
4612,SPTBN2,"Spectrin beta, non-erythrocytic 2"
4613,SPTBN4,"Spectrin beta, non-erythrocytic 4"
4614,SPTLC1,Serine palmitoyltransferase long chain base subunit 1
4615,SPTLC2,Serine palmitoyltransferase long chain base subunit 2
4616,SQOR,Sulfide quinone oxidoreductase
4617,SQSTM1,Sequestosome 1
4618,SRCAP,Snf2 related CREBBP activator protein
4619,SRD5A3,Steroid 5 alpha-reductase 3
4620,SREBF1,Sterol regulatory element binding transcription factor 1
4621,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1
4622,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2
4623,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
4624,SRP54,Signal recognition particle 54
4625,SRP72,Signal recognition particle 72
4626,SRPX2,Sushi repeat containing protein X-linked 2
4627,SRY,Sex determining region Y
4628,SS18,SS18 subunit of BAF chromatin remodeling complex
4629,SSBP1,Single stranded DNA binding protein 1
4630,SSR4,Signal sequence receptor subunit 4
4631,SSUH2,Ssu-2 homolog
4632,SSX1,SSX family member 1
4633,SSX2,SSX family member 2
4634,SSX2B,SSX family member 2B
4635,ST14,ST14 transmembrane serine protease matriptase
4636,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
4637,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
4638,ST6GALNAC1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
4639,STAC3,SH3 and cysteine rich domain 3
4640,STAG1,Stromal antigen 1
4641,STAG2,Stromal antigen 2
4642,STAG3,Stromal antigen 3
4643,STAMBP,STAM binding protein
4644,STAR,Steroidogenic acute regulatory protein
4645,STAT1,Signal transducer and activator of transcription 1
4646,STAT2,Signal transducer and activator of transcription 2
4647,STAT3,Signal transducer and activator of transcription 3
4648,STAT4,Signal transducer and activator of transcription 4
4649,STAT5B,Signal transducer and activator of transcription 5B
4650,STEAP3,STEAP3 metalloreductase
4651,STEEP1,STING1 ER exit protein 1
4652,STIL,STIL centriolar assembly protein
4653,STIM1,Stromal interaction molecule 1
4654,STING1,Stimulator of interferon response cGAMP interactor 1
4655,STK10,Serine/threonine kinase 10
4656,STK11,Serine/threonine kinase 11
4657,STK19,Serine/threonine kinase 19
4658,STK36,Serine/threonine kinase 36
4659,STK4,Serine/threonine kinase 4
4660,STN1,STN1 subunit of CST complex
4661,STOX1,Storkhead box 1
4662,STRA6,Signaling receptor and transporter of retinol STRA6
4663,STRADA,STE20 related adaptor alpha
4664,STRC,Stereocilin
4665,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A
4666,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
4667,STUB1,STIP1 homology and U-box containing protein 1
4668,STX11,Syntaxin 11
4669,STX16,Syntaxin 16
4670,STX1A,Syntaxin 1A
4671,STX1B,Syntaxin 1B
4672,STX3,Syntaxin 3
4673,STXBP1,Syntaxin binding protein 1
4674,STXBP2,Syntaxin binding protein 2
4675,SUCLA2,Succinate-CoA ligase ADP-forming subunit beta
4676,SUCLG1,Succinate-CoA ligase GDP/ADP-forming subunit alpha
4677,SUFU,SUFU negative regulator of hedgehog signaling
4678,SUGCT,Succinyl-CoA:glutarate-CoA transferase
4679,SULT2B1,Sulfotransferase family 2B member 1
4680,SUMF1,Sulfatase modifying factor 1
4681,SUMO1,Small ubiquitin like modifier 1
4682,SUMO4,Small ubiquitin like modifier 4
4683,SUN5,Sad1 and UNC84 domain containing 5
4684,SUOX,Sulfite oxidase
4685,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit"
4686,SURF1,SURF1 cytochrome c oxidase assembly factor
4687,SUZ12,SUZ12 polycomb repressive complex 2 subunit
4688,SVBP,Small vasohibin binding protein
4689,SVIL,Supervillin
4690,SYCE1,Synaptonemal complex central element protein 1
4691,SYCP2,Synaptonemal complex protein 2
4692,SYCP3,Synaptonemal complex protein 3
4693,SYN1,Synapsin I
4694,SYN2,Synapsin II
4695,SYNE1,Spectrin repeat containing nuclear envelope protein 1
4696,SYNE2,Spectrin repeat containing nuclear envelope protein 2
4697,SYNE4,Spectrin repeat containing nuclear envelope family member 4
4698,SYNGAP1,Synaptic Ras GTPase activating protein 1
4699,SYNJ1,Synaptojanin 1
4700,SYP,Synaptophysin
4701,SYT1,Synaptotagmin 1
4702,SYT14,Synaptotagmin 14
4703,SYVN1,Synoviolin 1
4704,SZT2,SZT2 subunit of KICSTOR complex
4705,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2
4706,TAC3,Tachykinin precursor 3
4707,TACO1,Translational activator of cytochrome c oxidase I
4708,TACR3,Tachykinin receptor 3
4709,TAF1,TATA-box binding protein associated factor 1
4710,TAF13,TATA-box binding protein associated factor 13
4711,TAF15,TATA-box binding protein associated factor 15
4712,TAF2,TATA-box binding protein associated factor 2
4713,TAF4B,TATA-box binding protein associated factor 4b
4714,TAF6,TATA-box binding protein associated factor 6
4715,TAF8,TATA-box binding protein associated factor 8
4716,TAFAZZIN,"Tafazzin, phospholipid-lysophospholipid transacylase"
4717,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
4718,TAL2,TAL bHLH transcription factor 2
4719,TALDO1,Transaldolase 1
4720,TANC2,"Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
4721,TANGO2,Transport and golgi organization 2 homolog
4722,TAOK1,TAO kinase 1
4723,TAP1,"Transporter 1, ATP binding cassette subfamily B member"
4724,TAP2,"Transporter 2, ATP binding cassette subfamily B member"
4725,TAPBP,TAP binding protein
4726,TAPT1,Transmembrane anterior posterior transformation 1
4727,TARDBP,TAR DNA binding protein
4728,TARS1,Threonyl-tRNA synthetase 1
4729,TARS2,"Threonyl-tRNA synthetase 2, mitochondrial"
4730,TASL,TLR adaptor interacting with endolysosomal SLC15A4
4731,TASP1,Taspase 1
4732,TAT,Tyrosine aminotransferase
4733,TBC1D20,TBC1 domain family member 20
4734,TBC1D23,TBC1 domain family member 23
4735,TBC1D24,TBC1 domain family member 24
4736,TBC1D2B,TBC1 domain family member 2B
4737,TBC1D4,TBC1 domain family member 4
4738,TBC1D7,TBC1 domain family member 7
4739,TBC1D8B,TBC1 domain family member 8B
4740,TBCD,Tubulin folding cofactor D
4741,TBCE,Tubulin folding cofactor E
4742,TBCE,Tubulin folding cofactor E
4743,TBCK,TBC1 domain containing kinase
4744,TBK1,TANK binding kinase 1
4745,TBL1X,Transducin beta like 1 X-linked
4746,TBL1XR1,TBL1X/Y related 1
4747,TBL1Y,Transducin beta like 1 Y-linked
4748,TBL2,Transducin beta like 2
4749,TBP,TATA-box binding protein
4750,TBR1,T-box brain transcription factor 1
4751,TBX1,T-box transcription factor 1
4752,TBX15,T-box transcription factor 15
4753,TBX18,T-box transcription factor 18
4754,TBX19,T-box transcription factor 19
4755,TBX2,T-box transcription factor 2
4756,TBX20,T-box transcription factor 20
4757,TBX21,T-box transcription factor 21
4758,TBX22,T-box transcription factor 22
4759,TBX3,T-box transcription factor 3
4760,TBX4,T-box transcription factor 4
4761,TBX5,T-box transcription factor 5
4762,TBX6,T-box transcription factor 6
4763,TBXA2R,Thromboxane A2 receptor
4764,TBXAS1,Thromboxane A synthase 1
4765,TBXT,T-box transcription factor T
4766,TCAP,Titin-cap
4767,TCEA1,Transcription elongation factor A1
4768,TCF12,Transcription factor 12
4769,TCF20,Transcription factor 20
4770,TCF3,Transcription factor 3
4771,TCF4,Transcription factor 4
4772,TCF7L2,Transcription factor 7 like 2
4773,TCHH,Trichohyalin
4774,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
4775,TCL1A,TCL1 family AKT coactivator A
4776,TCN2,Transcobalamin 2
4777,TCOF1,Treacle ribosome biogenesis factor 1
4778,TCTA,T cell leukemia translocation altered
4779,TCTN1,Tectonic family member 1
4780,TCTN2,Tectonic family member 2
4781,TCTN3,Tectonic family member 3
4782,TDO2,"Tryptophan 2,3-dioxygenase"
4783,TDP1,Tyrosyl-DNA phosphodiesterase 1
4784,TDP2,Tyrosyl-DNA phosphodiesterase 2
4785,TDRD7,Tudor domain containing 7
4786,TDRD9,Tudor domain containing 9
4787,TEAD1,TEA domain transcription factor 1
4788,TECPR2,Tectonin beta-propeller repeat containing 2
4789,TECR,"Trans-2,3-enoyl-CoA reductase"
4790,TECRL,"Trans-2,3-enoyl-CoA reductase like"
4791,TECTA,Tectorin alpha
4792,TELO2,Telomere maintenance 2
4793,TENM3,Teneurin transmembrane protein 3
4794,TENM4,Teneurin transmembrane protein 4
4795,TENT5A,Terminal nucleotidyltransferase 5A
4796,TERB1,Telomere repeat binding bouquet formation protein 1
4797,TERB2,Telomere repeat binding bouquet formation protein 2
4798,TERT,Telomerase reverse transcriptase
4799,TET1,Tet methylcytosine dioxygenase 1
4800,TET2,Tet methylcytosine dioxygenase 2
4801,TET3,Tet methylcytosine dioxygenase 3
4802,TEX11,Testis expressed 11
4803,TEX14,"Testis expressed 14, intercellular bridge forming factor"
4804,TEX15,"Testis expressed 15, meiosis and synapsis associated"
4805,TF,Transferrin
4806,TFAM,"Transcription factor A, mitochondrial"
4807,TFAP2A,Transcription factor AP-2 alpha
4808,TFAP2B,Transcription factor AP-2 beta
4809,TFB1M,"Transcription factor B1, mitochondrial"
4810,TFE3,Transcription factor binding to IGHM enhancer 3
4811,TFG,Trafficking from ER to golgi regulator
4812,TFPT,TCF3 fusion partner
4813,TG,Thyroglobulin
4814,TGDS,"TDP-glucose 4,6-dehydratase"
4815,TGFB2,Transforming growth factor beta 2
4816,TGFB3,Transforming growth factor beta 3
4817,TGFBI,Transforming growth factor beta induced
4818,TGFBR1,Transforming growth factor beta receptor 1
4819,TGIF1,TGFB induced factor homeobox 1
4820,TGM1,Transglutaminase 1
4821,TGM2,Transglutaminase 2
4822,TGM3,Transglutaminase 3
4823,TGM5,Transglutaminase 5
4824,TGM6,Transglutaminase 6
4825,THADA,THADA armadillo repeat containing
4826,THAP1,THAP domain containing 1
4827,THBD,Thrombomodulin
4828,THBS2,Thrombospondin 2
4829,THG1L,TRNA-histidine guanylyltransferase 1 like
4830,THOC2,THO complex subunit 2
4831,THOC6,THO complex subunit 6
4832,THPO,Thrombopoietin
4833,THSD1,Thrombospondin type 1 domain containing 1
4834,THSD4,Thrombospondin type 1 domain containing 4
4835,THSD7A,Thrombospondin type 1 domain containing 7A
4836,THUMPD1,THUMP domain containing 1
4837,TIA1,TIA1 cytotoxic granule associated RNA binding protein
4838,TIAM1,TIAM Rac1 associated GEF 1
4839,TICAM1,TIR domain containing adaptor molecule 1
4840,TIE1,Tyrosine kinase with immunoglobulin like and EGF like domains 1
4841,TIMELESS,Timeless circadian regulator
4842,TIMM22,Translocase of inner mitochondrial membrane 22
4843,TIMM50,Translocase of inner mitochondrial membrane 50
4844,TIMM8A,Translocase of inner mitochondrial membrane 8A
4845,TIMMDC1,Translocase of inner mitochondrial membrane domain containing 1
4846,TIMP3,TIMP metallopeptidase inhibitor 3
4847,TINF2,TERF1 interacting nuclear factor 2
4848,TJP2,Tight junction protein 2
4849,TKFC,Triokinase and FMN cyclase
4850,TKT,Transketolase
4851,TLCD3B,TLC domain containing 3B
4852,TLE6,"TLE family member 6, subcortical maternal complex member"
4853,TLK2,Tousled like kinase 2
4854,TLL1,Tolloid like 1
4855,TLR3,Toll like receptor 3
4856,TLR5,Toll like receptor 5
4857,TLR8,Toll like receptor 8
4858,TLX1,T cell leukemia homeobox 1
4859,TM4SF20,Transmembrane 4 L six family member 20
4860,TMC1,Transmembrane channel like 1
4861,TMC6,Transmembrane channel like 6
4862,TMC8,Transmembrane channel like 8
4863,TMCO1,Transmembrane and coiled-coil domains 1
4864,TMEM106B,Transmembrane protein 106B
4865,TMEM107,Transmembrane protein 107
4866,TMEM114,Transmembrane protein 114
4867,TMEM126A,Transmembrane protein 126A
4868,TMEM126B,Transmembrane protein 126B
4869,TMEM127,Transmembrane protein 127
4870,TMEM132E,Transmembrane protein 132E
4871,TMEM138,Transmembrane protein 138
4872,TMEM147,Transmembrane protein 147
4873,TMEM165,Transmembrane protein 165
4874,TMEM175,Transmembrane protein 175
4875,TMEM199,Transmembrane protein 199
4876,TMEM216,Transmembrane protein 216
4877,TMEM218,Transmembrane protein 218
4878,TMEM222,Transmembrane protein 222
4879,TMEM230,Transmembrane protein 230
4880,TMEM231,Transmembrane protein 231
4881,TMEM237,Transmembrane protein 237
4882,TMEM240,Transmembrane protein 240
4883,TMEM251,Transmembrane protein 251
4884,TMEM260,Transmembrane protein 260
4885,TMEM263,Transmembrane protein 263
4886,TMEM38B,Transmembrane protein 38B
4887,TMEM43,Transmembrane protein 43
4888,TMEM53,Transmembrane protein 53
4889,TMEM63A,Transmembrane protein 63A
4890,TMEM63C,Transmembrane protein 63C
4891,TMEM65,Transmembrane protein 65
4892,TMEM67,Transmembrane protein 67
4893,TMEM70,Transmembrane protein 70
4894,TMEM79,Transmembrane protein 79
4895,TMEM87B,Transmembrane protein 87B
4896,TMEM94,Transmembrane protein 94
4897,TMEM98,Transmembrane protein 98
4898,TMIE,Transmembrane inner ear
4899,TMLHE,"Trimethyllysine hydroxylase, epsilon"
4900,TMPRSS15,Transmembrane serine protease 15
4901,TMPRSS3,Transmembrane serine protease 3
4902,TMPRSS5,Transmembrane serine protease 5
4903,TMPRSS6,Transmembrane serine protease 6
4904,TMTC3,Transmembrane O-mannosyltransferase targeting cadherins 3
4905,TMX2,Thioredoxin related transmembrane protein 2
4906,TNC,Tenascin C
4907,TNFAIP3,TNF alpha induced protein 3
4908,TNFRSF10B,TNF receptor superfamily member 10b
4909,TNFRSF11A,TNF receptor superfamily member 11a
4910,TNFRSF11B,TNF receptor superfamily member 11b
4911,TNFRSF13B,TNF receptor superfamily member 13B
4912,TNFRSF13C,TNF receptor superfamily member 13C
4913,TNFRSF4,TNF receptor superfamily member 4
4914,TNFSF4,TNF superfamily member 4
4915,TNIK,TRAF2 and NCK interacting kinase
4916,TNNI2,"Troponin I2, fast skeletal type"
4917,TNNI3,"Troponin I3, cardiac type"
4918,TNNI3K,TNNI3 interacting kinase
4919,TNNT1,"Troponin T1, slow skeletal type"
4920,TNNT2,"Troponin T2, cardiac type"
4921,TNNT3,"Troponin T3, fast skeletal type"
4922,TNPO2,Transportin 2
4923,TNPO3,Transportin 3
4924,TNR,Tenascin R
4925,TNRC6A,Trinucleotide repeat containing adaptor 6A
4926,TNRC6B,Trinucleotide repeat containing adaptor 6B
4927,TNXB,Tenascin XB
4928,TOE1,"Target of EGR1, exonuclease"
4929,TOGARAM1,TOG array regulator of axonemal microtubules 1
4930,TOM1,Target of myb1 membrane trafficking protein
4931,TONSL,"Tonsoku like, DNA repair protein"
4932,TOP3A,DNA topoisomerase III alpha
4933,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
4934,TOR1A,Torsin family 1 member A
4935,TOR1AIP1,Torsin 1A interacting protein 1
4936,TP53,Tumor protein p53
4937,TP53BP1,Tumor protein p53 binding protein 1
4938,TP53RK,TP53 regulating kinase
4939,TP63,Tumor protein p63
4940,TP73,Tumor protein p73
4941,TPI1,Triosephosphate isomerase 1
4942,TPM1,Tropomyosin 1
4943,TPM2,Tropomyosin 2
4944,TPM3,Tropomyosin 3
4945,TPP1,Tripeptidyl peptidase 1
4946,TPP2,Tripeptidyl peptidase 2
4947,TPR,"Translocated promoter region, nuclear basket protein"
4948,TPRKB,TP53RK binding protein
4949,TPRN,Taperin
4950,TPSAB1,Tryptase alpha/beta 1
4951,TRAC,T cell receptor alpha constant
4952,TRAF3,TNF receptor associated factor 3
4953,TRAF3IP1,TRAF3 interacting protein 1
4954,TRAF3IP2,TRAF3 interacting protein 2
4955,TRAF7,TNF receptor associated factor 7
4956,TRAIP,TRAF interacting protein
4957,TRAK1,Trafficking kinesin protein 1
4958,TRAPPC10,Trafficking protein particle complex subunit 10
4959,TRAPPC11,Trafficking protein particle complex subunit 11
4960,TRAPPC12,Trafficking protein particle complex subunit 12
4961,TRAPPC14,Trafficking protein particle complex subunit 14
4962,TRAPPC2,Trafficking protein particle complex subunit 2
4963,TRAPPC2L,Trafficking protein particle complex subunit 2L
4964,TRAPPC4,Trafficking protein particle complex subunit 4
4965,TRAPPC6B,Trafficking protein particle complex subunit 6B
